"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"2066","영화상영관","03_13_02_P","3290000","CDFF4220002000000001","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV서면 4DX관","2025-04-23 17:06:35","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","14","","","0","8","6","","1.2","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2067","영화상영관","03_13_02_P","3290000","CDFF4220002000000006","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV 서면 SCREENX관","2025-04-23 17:11:48","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","14","","","0","8","6","","1.22","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2068","영화상영관","03_13_02_P","3290000","CDFF4220002000000007","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV서면 BUSINESS관","2025-04-23 17:11:36","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","14","기타","","181.3","8","6","근린생활시설","1.35","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2069","영화상영관","03_13_02_P","3290000","CDFF4220002000000008","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV서면 4관","2025-04-23 17:07:06","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","14","","","0","8","6","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2070","영화상영관","03_13_02_P","3290000","CDFF4220002000000009","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV서면 ART1관","2025-04-23 17:11:02","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","0","","","0","8","6","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2071","영화상영관","03_13_02_P","3290000","CDFF4220002000000010","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV서면 6관","2025-04-23 17:10:10","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","14","","","0","8","6","","1032","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2072","영화상영관","03_13_02_P","3290000","CDFF4220002000000011","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV서면 7관","2025-04-23 17:10:23","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","14","","","0","8","6","","1.5","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2073","영화상영관","03_13_02_P","3290000","CDFF4220002000000012","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV서면 8관","2025-04-23 17:10:38","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","14","","","0","8","6","","1.17","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2074","영화상영관","03_13_02_P","3290000","CDFF4220002000000019","2000-12-13","","01","영업/정상","13","영업중","","","","","818-2440","","","부산광역시 부산진구 부전동 205-2 대한시네마","부산광역시 부산진구 중앙대로692번길 16, 대한시네마 (부전동)","47296","대한시네마 제3관","2024-09-26 12:54:06","U","2024-09-28 02:40:00","","387658.352632351","185836.342585537","영화상영관","영화상영관","0","","","0","5","1","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20001213","",
"2075","영화상영관","03_13_02_P","3290000","CDFF4220002000000020","2000-12-13","","01","영업/정상","13","영업중","","","","","818-2440","","","부산광역시 부산진구 부전동 205-2 대한시네마","부산광역시 부산진구 중앙대로692번길 16, 대한시네마 (부전동)","47296","대한시네마 제4관","2024-09-26 12:54:07","U","2024-09-28 02:40:00","","387658.352632351","185836.342585537","영화상영관","영화상영관","0","","","0","5","1","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20001213","",
"2076","영화상영관","03_13_02_P","3290000","CDFF4220002000000021","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV서면 9관","2025-04-23 17:10:51","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","0","","","0","8","6","","1.8","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2077","영화상영관","03_13_02_P","3290000","CDFF4220002000000022","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV서면 IMAX관","2025-04-23 17:11:24","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","0","","","0","8","6","","1.2","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2078","영화상영관","03_13_02_P","3290000","CDFF4220002000000023","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV서면 ART2관","2025-04-23 17:11:13","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","0","","","0","8","6","","1.7","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2079","영화상영관","03_13_02_P","3290000","CDFF4220002000000024","2000-05-29","","01","영업/정상","13","영업중","","","","","910-1411","","","부산광역시 부산진구 전포동 892-20 지오플레이스 6층","부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)","47299","CGV서면 2관","2025-04-23 17:06:52","U","2025-04-25 02:40:00","","388011.197829908","185310.70532509","영화상영관","영화상영관","0","","","0","8","6","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20000529","",
"2080","영화상영관","03_13_02_P","3290000","CDFF4220002001000001","2001-06-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층","부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)","47285","롯데시네마 부산본점관 제1관","2025-07-30 10:29:49","U","2025-08-01 02:40:00","","387271.299492377","186099.137533193","영화상영관","영화상영관","47","","","0","42","5","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20010609","",
"2081","영화상영관","03_13_02_P","3290000","CDFF4220002001000002","2001-06-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층","부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)","47285","롯데시네마 부산본점관 제2관","2025-07-30 10:33:49","U","2025-08-01 02:40:00","","387271.299492377","186099.137533193","영화상영관","영화상영관","0","","","0","42","5","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20010609","",
"2082","영화상영관","03_13_02_P","3290000","CDFF4220002001000003","2001-06-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층","부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)","47285","롯데시네마 부산본점관 제3관","2025-07-30 10:44:21","U","2025-08-01 02:40:00","","387271.299492377","186099.137533193","영화상영관","영화상영관","0","","","0","42","5","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20010609","",
"2083","영화상영관","03_13_02_P","3290000","CDFF4220002001000010","2001-06-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층","부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)","47285","롯데시네마 부산본점관 제10관","2025-07-30 16:28:26","U","2025-08-01 02:40:00","","387271.299492377","186099.137533193","영화상영관","영화상영관","0","","","0","42","5","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20010609","",
"2084","영화상영관","03_13_02_P","3290000","CDFF4220002001000004","2001-06-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층","부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)","47285","롯데시네마 부산본점관 제4관","2025-07-30 10:49:20","U","2025-08-01 02:40:00","","387271.299492377","186099.137533193","영화상영관","영화상영관","0","","","0","42","5","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20010609","",
"2085","영화상영관","03_13_02_P","3290000","CDFF4220002001000005","2001-06-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층","부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)","47285","롯데시네마 부산본점관 제5관","2025-07-30 11:08:12","U","2025-08-01 02:40:00","","387271.299492377","186099.137533193","영화상영관","영화상영관","0","","","0","42","5","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20010609","",
"2086","영화상영관","03_13_02_P","3290000","CDFF4220002001000006","2001-06-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층","부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)","47285","롯데시네마 부산본점관 제6관","2025-07-30 11:12:23","U","2025-08-01 02:40:00","","387271.299492377","186099.137533193","영화상영관","영화상영관","0","","","0","42","5","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20010609","",
"2087","영화상영관","03_13_02_P","3290000","CDFF4220002001000007","2001-06-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층","부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)","47285","롯데시네마 부산본점관 제7관","2025-07-30 11:16:46","U","2025-08-01 02:40:00","","387271.299492377","186099.137533193","영화상영관","영화상영관","0","","","0","42","5","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20010609","",
"2088","영화상영관","03_13_02_P","3290000","CDFF4220002001000008","2001-06-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층","부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)","47285","롯데시네마 부산본점관 제8관","2025-07-30 11:25:21","U","2025-08-01 02:40:00","","387271.299492377","186099.137533193","영화상영관","영화상영관","0","","","0","42","5","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20010609","",
"2089","영화상영관","03_13_02_P","3290000","CDFF4220002001000009","2001-06-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층","부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)","47285","롯데시네마 부산본점관 제9관","2025-07-30 11:47:31","U","2025-08-01 02:40:00","","387271.299492377","186099.137533193","영화상영관","영화상영관","0","","","0","42","5","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20010609","",
"2090","영화상영관","03_13_02_P","3400000","CDFF4220002014000001","2014-12-23","","01","영업/정상","13","영업중","","","","","051-901-2103","","","부산광역시 기장군 기장읍 당사리 64","부산광역시 기장군 기장읍 기장해안로 147","46083","롯데시네마 동부산 제1관","2025-07-22 10:59:57","U","2025-07-24 02:40:00","","401473.950698586","190354.255834345","영화상영관","","4","","","","4","2","","","","","","","","","","","","","","","","","","","","영화관","","20141223","",
"2091","영화상영관","03_13_02_P","3400000","CDFF4220002014000002","2014-12-23","","01","영업/정상","13","영업중","","","","","051-901-2103","","","부산광역시 기장군 기장읍 당사리 64","부산광역시 기장군 기장읍 기장해안로 147","46083","롯데시네마 동부산 제2관","2025-07-22 11:26:22","U","2025-07-24 02:40:00","","401473.950698586","190354.255834345","영화상영관","","4","","","0","4","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20141223","",
"2092","영화상영관","03_13_02_P","3400000","CDFF4220002014000003","2014-12-23","","01","영업/정상","13","영업중","","","","","051-901-2103","","","부산광역시 기장군 기장읍 당사리 64","부산광역시 기장군 기장읍 기장해안로 147","46083","롯데시네마 동부산 제3관","2025-07-22 11:28:42","U","2025-07-24 02:40:00","","401473.950698586","190354.255834345","영화상영관","","4","","","0","4","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20141223","",
"2093","영화상영관","03_13_02_P","3400000","CDFF4220002014000004","2014-12-23","","01","영업/정상","13","영업중","","","","","051-901-2103","","","부산광역시 기장군 기장읍 당사리 64","부산광역시 기장군 기장읍 기장해안로 147","46083","롯데시네마 동부산 제4관","2025-07-22 11:30:42","U","2025-07-24 02:40:00","","401473.950698586","190354.255834345","영화상영관","","4","","","0","4","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20141223","",
"2094","영화상영관","03_13_02_P","3400000","CDFF4220002014000005","2014-12-23","","01","영업/정상","13","영업중","","","","","051-901-2103","","","부산광역시 기장군 기장읍 당사리 64","부산광역시 기장군 기장읍 기장해안로 147","46083","롯데시네마 동부산 제5관","2025-07-22 11:41:13","U","2025-07-24 02:40:00","","401473.950698586","190354.255834345","영화상영관","","4","","","0","4","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20141223","",
"2095","영화상영관","03_13_02_P","3400000","CDFF4220002014000006","2014-12-23","","01","영업/정상","13","영업중","","","","","051-901-2103","","","부산광역시 기장군 기장읍 당사리 64","부산광역시 기장군 기장읍 기장해안로 147","46083","롯데시네마 동부산 제6관","2025-07-22 11:46:29","U","2025-07-24 02:40:00","","401473.950698586","190354.255834345","영화상영관","","4","","","0","4","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20141223","",
"2096","영화상영관","03_13_02_P","3400000","CDFF4220002017000001","2017-12-01","","01","영업/정상","13","영업중","","","","","051-728-7108","","","부산광역시 기장군 정관읍 매학리 777-1번지","부산광역시 기장군 정관읍 정관6로 39, 5층","46024","메가박스 정관 1관","2017-12-01 14:58:17","I","2018-08-31 23:59:59","","398025.711375334","204401.691446293","영화상영관","","","","","","7","3","","","","","","","","","","","","","","","","","","","","영화관","","20171201","",
"2097","영화상영관","03_13_02_P","3400000","CDFF4220002017000002","2017-12-01","","01","영업/정상","13","영업중","","","","","051-728-7108","","","부산광역시 기장군 정관읍 매학리 777-1번지","부산광역시 기장군 정관읍 정관6로 39, 5층","46024","메가박스 정관 2관","2018-01-17 15:11:02","I","2018-08-31 23:59:59","","398025.711375334","204401.691446293","영화상영관","","","","","","7","3","","","","","","","","","","","","","","","","","","","","영화관","","20171201","",
"2098","영화상영관","03_13_02_P","3400000","CDFF4220002017000003","2017-12-01","","01","영업/정상","13","영업중","","","","","051-728-7108","","","부산광역시 기장군 정관읍 매학리 777-1번지","부산광역시 기장군 정관읍 정관6로 39, 7층","46024","메가박스 정관 3관","2018-01-17 15:11:24","I","2018-08-31 23:59:59","","398025.711375334","204401.691446293","영화상영관","","","","","","7","3","","","","","","","","","","","","","","","","","","","","영화관","","20171201","",
"2099","영화상영관","03_13_02_P","3400000","CDFF4220002017000004","2017-12-01","","01","영업/정상","13","영업중","","","","","051-728-7108","","","부산광역시 기장군 정관읍 매학리 777-1번지","부산광역시 기장군 정관읍 정관6로 39, 7층","46024","메가박스 정관 4관","2018-01-17 15:12:06","I","2018-08-31 23:59:59","","398025.711375334","204401.691446293","영화상영관","","","","","","7","3","","","","","","","","","","","","","","","","","","","","영화관","","20171201","",
"2100","영화상영관","03_13_02_P","3400000","CDFF4220002017000005","2017-12-01","","01","영업/정상","13","영업중","","","","","051-728-7108","","","부산광역시 기장군 정관읍 매학리 777-1번지","부산광역시 기장군 정관읍 정관6로 39, 7층","46024","메가박스 정관 5관","2018-01-17 15:12:25","I","2018-08-31 23:59:59","","398025.711375334","204401.691446293","영화상영관","","","","","","7","3","","","","","","","","","","","","","","","","","","","","영화관","","20171201","",
"2101","영화상영관","03_13_02_P","3400000","CDFF4220002017000006","2017-12-01","","01","영업/정상","13","영업중","","","","","051-728-7108","","","부산광역시 기장군 정관읍 매학리 777-1번지","부산광역시 기장군 정관읍 정관6로 39, 7층","46024","메가박스 정관 6관","2018-01-17 15:12:46","I","2018-08-31 23:59:59","","398025.711375334","204401.691446293","영화상영관","","","","","","7","3","","","","","","","","","","","","","","","","","","","","영화관","","20171201","",
"2102","영화상영관","03_13_02_P","3400000","CDFF4220002017000007","2017-12-20","","01","영업/정상","13","영업중","","","","","051-714-2760","","","부산광역시 기장군 정관읍 매학리 717-6","부산광역시 기장군 정관읍 정관중앙로 45","46015","CGV 정관 1관","2023-04-18 10:03:22","U","2023-04-20 02:40:00","","398024.244821605","204621.655738547","영화상영관","","0","","","0","13","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171220","",
"2103","영화상영관","03_13_02_P","3400000","CDFF4220002017000008","2017-12-20","","01","영업/정상","13","영업중","","","","","051-714-2760","","","부산광역시 기장군 정관읍 매학리 717-6","부산광역시 기장군 정관읍 정관중앙로 45","46015","CGV 정관 2관","2023-04-18 10:03:23","U","2023-04-20 02:40:00","","398024.244821605","204621.655738547","영화상영관","","0","","","0","13","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171220","",
"2104","영화상영관","03_13_02_P","3400000","CDFF4220002017000009","2017-12-20","","01","영업/정상","13","영업중","","","","","051-714-2760","","","부산광역시 기장군 정관읍 매학리 717-6","부산광역시 기장군 정관읍 정관중앙로 45","46015","CGV 정관 4관","2023-04-18 10:03:23","U","2023-04-20 02:40:00","","398024.244821605","204621.655738547","영화상영관","","0","","","0","13","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171220","",
"2105","영화상영관","03_13_02_P","3400000","CDFF4220002017000010","2017-12-20","","01","영업/정상","13","영업중","","","","","051-714-2760","","","부산광역시 기장군 정관읍 매학리 717-6","부산광역시 기장군 정관읍 정관중앙로 45","46015","CGV 정관 5관","2023-04-18 10:03:23","U","2023-04-20 02:40:00","","398024.244821605","204621.655738547","영화상영관","","0","","","0","13","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171220","",
"2106","영화상영관","03_13_02_P","3400000","CDFF4220002017000011","2017-12-20","","01","영업/정상","13","영업중","","","","","051-714-2760","","","부산광역시 기장군 정관읍 매학리 717-6","부산광역시 기장군 정관읍 정관중앙로 45","46015","CGV 정관 6관","2023-04-18 10:03:23","U","2023-04-20 02:40:00","","398024.244821605","204621.655738547","영화상영관","","0","","","0","13","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171220","",
"2107","영화상영관","03_13_02_P","3400000","CDFF4220002017000015","2017-12-20","","01","영업/정상","13","영업중","","","","","051-714-2760","","","부산광역시 기장군 정관읍 매학리 717-6","부산광역시 기장군 정관읍 정관중앙로 45","46015","CGV 정관 3관","2023-04-18 10:03:23","U","2023-04-20 02:40:00","","398024.244821605","204621.655738547","영화상영관","","0","","","0","13","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171220","",
"2108","영화상영관","03_13_02_P","3400000","CDFF4220002017000012","2017-12-20","","01","영업/정상","13","영업중","","","","","051-714-2760","","","부산광역시 기장군 정관읍 매학리 717-6","부산광역시 기장군 정관읍 정관중앙로 45","46015","CGV 정관 7관","2023-04-18 10:03:23","U","2023-04-20 02:40:00","","398024.244821605","204621.655738547","영화상영관","","0","","","0","13","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171220","",
"2109","영화상영관","03_13_02_P","3400000","CDFF4220002017000013","2017-12-20","","01","영업/정상","13","영업중","","","","","051-714-2760","","","부산광역시 기장군 정관읍 매학리 717-6번지","부산광역시 기장군 정관읍 정관중앙로 45","46015","CGV 정관 8관","2020-01-14 13:11:53","U","2020-01-16 02:40:00","","398024.244821605","204621.655738547","영화상영관","","","","","","13","58","","","","","","","","","","","","","","","","","","","","영화관","","20171220","",
"2110","영화상영관","03_13_02_P","3400000","CDFF4220002017000014","2017-12-20","","01","영업/정상","13","영업중","","","","","051-714-2760","","","부산광역시 기장군 정관읍 매학리 717-6","부산광역시 기장군 정관읍 정관중앙로 45","46015","CGV 정관 9관","2023-04-18 10:03:23","U","2023-04-20 02:40:00","","398024.244821605","204621.655738547","영화상영관","","0","","","0","13","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171220","",
"2111","영화상영관","03_13_02_P","3560000","CDFF4220002015000001","2015-09-16","","01","영업/정상","13","영업중","","","","","032-565-5660","","","인천광역시 서구 당하동 1098-5번지 홀리랜드","인천광역시 서구 서곶로 788, 홀리랜드 4층 (당하동)","22677","메가박스 검단점 COMFORT 1관","2018-12-06 11:07:40","U","2018-12-08 02:40:00","","171261.418357153","454010.516582032","영화상영관","","","학교정화(상대)","","","5","1","","","","","","","","","","","","","","","","","","","","영화관","","20150916","",
"2112","영화상영관","03_13_02_P","3560000","CDFF4220002015000002","2015-09-16","","01","영업/정상","13","영업중","","","","","032-565-5660","","","인천광역시 서구 당하동 1098-5 홀리랜드","인천광역시 서구 서곶로 788, 홀리랜드 4층 (당하동)","22677","메가박스 검단점 COMFORT 2관","2024-04-01 14:47:45","U","2024-04-03 02:40:00","","171261.418357153","454010.516582032","영화상영관","","0","학교정화(상대)","","0","5","1","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150916","",
"2113","영화상영관","03_13_02_P","3560000","CDFF4220002015000003","2015-09-16","","01","영업/정상","13","영업중","","","","","032-565-5660","","","인천광역시 서구 당하동 1098-5 홀리랜드","인천광역시 서구 서곶로 788, 홀리랜드 4층 (당하동)","22677","메가박스 검단점 COMFORT 3관","2024-04-01 14:48:54","U","2024-04-03 02:40:00","","171261.418357153","454010.516582032","영화상영관","","0","학교정화(상대)","","0","5","1","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150916","",
"2114","영화상영관","03_13_02_P","3560000","CDFF4220002015000004","2015-09-16","","01","영업/정상","13","영업중","","","","","032-565-5660","","","인천광역시 서구 당하동 1098-5 홀리랜드","인천광역시 서구 서곶로 788, 홀리랜드 4층 (당하동)","22677","메가박스 검단점 COMFORT 4관","2024-04-01 14:49:59","U","2024-04-03 02:40:00","","171261.418357153","454010.516582032","영화상영관","","0","학교정화(상대)","","0","5","1","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150916","",
"2115","영화상영관","03_13_02_P","3560000","CDFF4220002015000005","2015-09-16","","01","영업/정상","13","영업중","","","","","032-565-5660","","","인천광역시 서구 당하동 1098-5 홀리랜드","인천광역시 서구 서곶로 788, 홀리랜드 4층 (당하동)","22677","메가박스 검단점 COMFORT 5관","2024-04-01 14:50:49","U","2024-04-03 02:40:00","","171261.418357153","454010.516582032","영화상영관","","0","학교정화(상대)","","0","5","1","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150916","",
"2116","영화상영관","03_13_02_P","3510500","CDFF4220002005000001","2005-03-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 30-1 카라아울렛 7층","인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)","22128","CGV주안역 1관","2024-10-04 13:13:53","U","2024-10-06 02:40:00","","171655.850180091","440422.700708173","영화상영관","영화상영관","0","","","0","10","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050307","",
"2117","영화상영관","03_13_02_P","3510500","CDFF4220002005000002","2005-03-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 30-1 카라아울렛 7층","인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)","22128","CGV주안역 2관","2024-10-04 13:13:54","U","2024-10-06 02:40:00","","171655.850180091","440422.700708173","영화상영관","영화상영관","0","","","0","10","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050307","",
"2118","영화상영관","03_13_02_P","3510500","CDFF4220002003000005","2003-12-05","","01","영업/정상","13","영업중","","","","","425-0100","","","인천광역시 미추홀구 주안동 166-1 메인프라자 8층","인천광역시 미추홀구 미추홀대로 716, 8층 (주안동, 메인프라자)","22135","영화공간 주안3관","2021-12-17 11:11:55","U","2021-12-19 02:40:00","","171673.903013967","439949.665453185","영화상영관","영화상영관","9","유흥업소밀집지역","","0","7","2","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20031205","상업지역",
"2119","영화상영관","03_13_02_P","3510500","CDFF4220002003000007","2003-12-05","","01","영업/정상","13","영업중","","","","","427-6777","","","인천광역시 미추홀구 주안동 166-1 메인프라자 8층","인천광역시 미추홀구 미추홀대로 716, 8층 (주안동, 메인프라자)","22135","영화공간 주안1관","2021-12-17 10:41:21","U","2021-12-19 02:40:00","","171673.903013967","439949.665453185","영화상영관","영화상영관","9","유흥업소밀집지역","","","7","2","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20031205","상업지역",
"2120","영화상영관","03_13_02_P","3510500","CDFF4220002003000008","2003-12-05","","01","영업/정상","13","영업중","","","","","425-0100","","","인천광역시 미추홀구 주안동 166-1 메인프라자 8층","인천광역시 미추홀구 미추홀대로 716, 8층 (주안동)","22135","영화공간 주안4관","2024-09-30 10:32:24","U","2024-10-02 02:40:00","","171673.903013967","439949.665453185","영화상영관","영화상영관","9","유흥업소밀집지역","","0","7","2","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20031205","상업지역",
"2121","영화상영관","03_13_02_P","3510500","CDFF4220002003000009","2003-12-05","","01","영업/정상","13","영업중","","","","","427-6777","","","인천광역시 미추홀구 주안동 166-1 메인프라자 8층","인천광역시 미추홀구 미추홀대로 716, 8층 (주안동, 메인프라자)","22135","영화공간 주안2관","2021-12-17 11:21:16","U","2021-12-19 02:40:00","","171673.903013967","439949.665453185","영화상영관","영화상영관","9","유흥업소밀집지역","","0","7","2","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20031205","상업지역",
